Variable_1,Variable_2,Pearson,Spearman,Abs_Pearson,Abs_Spearman,Clasificacion
Precipitacion_mm,DENSIDAD POBLACIONAL,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,ACCESO A AGUA POTABLE ADECUADO,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,COBERTURA DE ALCANTARILLADO URBANO,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Anio,TEMPERATURA,-0.06342495560000574,-0.06250577571508897,0.06342495560000574,0.06250577571508897,Muy débil
Humedad_Relativa,Anio,0.06234290888318597,0.05199362134073798,0.06234290888318597,0.05199362134073798,Muy débil
Velocidad_Viento,irca,0.0620151726850936,0.056068368653167555,0.0620151726850936,0.056068368653167555,Muy débil
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),TURBIDEZ,-0.059890838132137365,-0.2506002995815371,0.059890838132137365,0.2506002995815371,Muy débil
Velocidad_Viento,VolumenUtilDiarioMasa,0.058232588307249346,0.0460886543068027,0.058232588307249346,0.0460886543068027,Muy débil
Radiacion_Solar,FOSFORO TOTAL,0.05761111201494773,0.19758630528454293,0.05761111201494773,0.19758630528454293,Muy débil
Radiacion_Solar,AGUAS RESIDUALES TRATADAS,0.05661143453254646,-0.09078105095880923,0.05661143453254646,0.09078105095880923,Muy débil
Temp_Media_C,Mes,-0.05541095632528439,-0.06808013258097595,0.05541095632528439,0.06808013258097595,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ACUEDUCTO URBANO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
DENSIDAD POBLACIONAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
ACCESO A AGUA POTABLE ADECUADO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ACUEDUCTO RURAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
Mes,Nivel_Minimo,0.05494726666056572,0.0946805379389849,0.05494726666056572,0.0946805379389849,Muy débil
Radiacion_Solar,COBERTURA DE ACUEDUCTO URBANO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,ACCESO A AGUA POTABLE ADECUADO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ALCANTARILLADO URBANO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ACUEDUCTO RURAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ALCANTARILLADO RURAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,DENSIDAD POBLACIONAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
ONI,Nivel_Minimo,-0.051612504527523854,-0.12337305775189406,0.051612504527523854,0.12337305775189406,Muy débil
Mes,VolumenUtilDiarioMasa,0.04367131467411464,0.04367131467411467,0.04367131467411464,0.04367131467411467,Muy débil
Anio,CALIDAD DEL AGUA,-0.043069359429804555,-0.10910894511799618,0.043069359429804555,0.10910894511799618,Muy débil
Velocidad_Viento,FOSFORO TOTAL,-0.042809007208699366,0.02036906913300029,0.042809007208699366,0.02036906913300029,Muy débil
Temp_Media_C,Anio,0.04278779387334351,0.05857551777755171,0.04278779387334351,0.05857551777755171,Muy débil
Humedad_Relativa,CALIDAD DEL AGUA,0.04102560935223377,0.10015719545780305,0.04102560935223377,0.10015719545780305,Muy débil
Temp_Min_C,Anio,0.03956378221170877,0.03785573603984627,0.03956378221170877,0.03785573603984627,Muy débil
Precipitacion_mm,ONI,-0.03855133467318509,0.05049170319524004,0.03855133467318509,0.05049170319524004,Muy débil
Temp_Min_C,COBERTURA DE ACUEDUCTO RURAL,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,COBERTURA DE ALCANTARILLADO URBANO,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,ACCESO A AGUA POTABLE ADECUADO,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,COBERTURA DE ALCANTARILLADO RURAL,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,DENSIDAD POBLACIONAL,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,COBERTURA DE ACUEDUCTO URBANO,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Temp_Min_C,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.037117449937592376,-0.036821878773490836,0.037117449937592376,0.036821878773490836,Muy débil
Velocidad_Viento,CONDUCTIVIDAD ELECTRICA,-0.036985257078815115,-0.007935945659378423,0.036985257078815115,0.007935945659378423,Muy débil
Temp_Min_C,VolumenUtilDiarioMasa,0.03667409509603231,0.035382188229041815,0.03667409509603231,0.035382188229041815,Muy débil
Velocidad_Viento,COBERTURA DE ALCANTARILLADO RURAL,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,COBERTURA DE ALCANTARILLADO URBANO,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,COBERTURA DE ACUEDUCTO RURAL,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,ACCESO A AGUA POTABLE ADECUADO,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,DENSIDAD POBLACIONAL,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,COBERTURA DE ACUEDUCTO URBANO,-0.034265120472465015,-0.05664199358417291,0.034265120472465015,0.05664199358417291,Muy débil
Velocidad_Viento,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.03327154804619573,0.22321428571428573,0.03327154804619573,0.22321428571428573,Muy débil
Temp_Media_C,INDICE DE DESEMPENO INSTITUCIONAL,0.03272189098643361,0.2912330591027843,0.03272189098643361,0.2912330591027843,Muy débil
Velocidad_Viento,SOLIDOS SUSPENDIDOS TOTALES,0.03133056249497559,0.07684729957294399,0.03133056249497559,0.07684729957294399,Muy débil
Velocidad_Viento,Anio,0.03048009042110103,0.05474398088866784,0.03048009042110103,0.05474398088866784,Muy débil
Precipitacion_mm,TURBIDEZ,0.03011242743808459,0.15191808748843505,0.03011242743808459,0.15191808748843505,Muy débil
ONI,SOLIDOS SUSPENDIDOS TOTALES,-0.02947936404403558,-0.15942573294886841,0.02947936404403558,0.15942573294886841,Muy débil
Temp_Min_C,ONI,0.02686422214390575,0.025708059367911523,0.02686422214390575,0.025708059367911523,Muy débil
SOLIDOS SUSPENDIDOS TOTALES,pH,-0.026722154040667148,-0.08703588078631536,0.026722154040667148,0.08703588078631536,Muy débil
Velocidad_Viento,TURBIDEZ,0.02666544314685128,-0.004060067559395969,0.02666544314685128,0.004060067559395969,Muy débil
Velocidad_Viento,NITROGENO TOTAL,-0.025368947151950476,-0.1274768095969836,0.025368947151950476,0.1274768095969836,Muy débil
Humedad_Relativa,AGUAS RESIDUALES TRATADAS,0.02461912726315194,0.3310067518514835,0.02461912726315194,0.3310067518514835,Muy débil
Temp_Media_C,irca,-0.02448452289766701,-0.03038602528837508,0.02448452289766701,0.03038602528837508,Muy débil
Temp_Media_C,VolumenUtilDiarioMasa,-0.02198695503487283,-0.0273122243061387,0.02198695503487283,0.0273122243061387,Muy débil
Precipitacion_mm,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.021455951077568456,-0.20695614117321068,0.021455951077568456,0.20695614117321068,Muy débil
Temp_Min_C,irca,0.020842803105869265,0.019428865149368892,0.020842803105869265,0.019428865149368892,Muy débil
Temp_Max_C,Anio,0.020072072571254602,0.027871163634589625,0.020072072571254602,0.027871163634589625,Muy débil
Temp_Max_C,INDICE DE DESEMPENO INSTITUCIONAL,-0.0181756077518956,0.25220893523403826,0.0181756077518956,0.25220893523403826,Muy débil
ONI,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.01673788411917651,-0.24276951623665974,0.01673788411917651,0.24276951623665974,Muy débil
Radiacion_Solar,Mes,0.01564137266260115,0.06202033935971906,0.01564137266260115,0.06202033935971906,Muy débil
ONI,pH,0.012610550120291619,-0.12665401646810853,0.012610550120291619,0.12665401646810853,Muy débil
ACCESO A AGUA POTABLE ADECUADO,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
COBERTURA DE ACUEDUCTO URBANO,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
COBERTURA DE ACUEDUCTO RURAL,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
DENSIDAD POBLACIONAL,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),0.012417903475469307,-0.1341862600304233,0.012417903475469307,0.1341862600304233,Muy débil
DEMANDA QUIMICA DE OXIGENO (DQO),TURBIDEZ,-0.012043198688261427,0.021079048267669834,0.012043198688261427,0.021079048267669834,Muy débil
ONI,CALIDAD DEL AGUA,0.011784887269480009,0.028252909435471034,0.011784887269480009,0.028252909435471034,Muy débil
Temp_Min_C,Mes,-0.009995917219118813,-0.020551604530585004,0.009995917219118813,0.020551604530585004,Muy débil
Temp_Max_C,CALIDAD DEL AGUA,0.009434772037401883,0.1078690024652539,0.009434772037401883,0.1078690024652539,Muy débil
Humedad_Relativa,TURBIDEZ,-0.008563828345846493,0.22376767878906206,0.008563828345846493,0.22376767878906206,Muy débil
Mes,DEMANDA QUIMICA DE OXIGENO (DQO),0.008465419536219786,0.0505337893055159,0.008465419536219786,0.0505337893055159,Muy débil
Radiacion_Solar,Anio,0.007682981987283726,0.00315530831411256,0.007682981987283726,0.00315530831411256,Muy débil
Temp_Min_C,CALIDAD DEL AGUA,0.007097573680432634,0.11590830219890914,0.007097573680432634,0.11590830219890914,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
COBERTURA DE ACUEDUCTO RURAL,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
COBERTURA DE ACUEDUCTO URBANO,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
DENSIDAD POBLACIONAL,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
ACCESO A AGUA POTABLE ADECUADO,TEMPERATURA,-0.006797011851544715,-0.004171923996010908,0.006797011851544715,0.004171923996010908,Muy débil
Temp_Media_C,CALIDAD DEL AGUA,0.004307538302359683,0.14035607970804925,0.004307538302359683,0.14035607970804925,Muy débil
Anio,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.00288592478493518,0.155217914981849,0.00288592478493518,0.155217914981849,Muy débil
Mes,TURBIDEZ,-0.0011813221657066037,-0.1539968481413033,0.0011813221657066037,0.1539968481413033,Muy débil
Anio,AGUAS RESIDUALES TRATADAS,4.134042402077412e-13,0.0,4.134042402077412e-13,0.0,Muy débil
Anio,Mes,-1.828184559187396e-15,0.0,1.828184559187396e-15,0.0,Muy débil
ONI,AGUAS RESIDUALES TRATADAS,-1.975893491357484e-16,0.0,1.975893491357484e-16,0.0,Muy débil
Mes,CALIDAD DEL AGUA,1.505527988220396e-16,0.0,1.505527988220396e-16,0.0,Muy débil
Mes,AGUAS RESIDUALES TRATADAS,1.2240249515484984e-16,0.0,1.2240249515484984e-16,0.0,Muy débil
ONI,INDICE DE DESEMPENO INSTITUCIONAL,1.0958664897847428e-16,0.0,1.0958664897847428e-16,0.0,Muy débil
Mes,DENSIDAD POBLACIONAL,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,COBERTURA DE ACUEDUCTO URBANO,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,COBERTURA DE ACUEDUCTO RURAL,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,COBERTURA DE ALCANTARILLADO RURAL,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,ACCESO A AGUA POTABLE ADECUADO,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,COBERTURA DE ALCANTARILLADO URBANO,-1.5701251359257064e-17,0.0,1.5701251359257064e-17,0.0,Muy débil
Mes,INDICE DE DESEMPENO INSTITUCIONAL,8.233470708115982e-18,0.0,8.233470708115982e-18,0.0,Muy débil
Mes,irca,-5.085139114395169e-18,0.0,5.085139114395169e-18,0.0,Muy débil
Precipitacion_mm,POBLACION TOTAL,,,,,Muy débil
Precipitacion_mm,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Temp_Max_C,POBLACION TOTAL,,,,,Muy débil
Temp_Max_C,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Temp_Min_C,POBLACION TOTAL,,,,,Muy débil
Temp_Min_C,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Temp_Media_C,POBLACION TOTAL,,,,,Muy débil
Temp_Media_C,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Humedad_Relativa,POBLACION TOTAL,,,,,Muy débil
Humedad_Relativa,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Velocidad_Viento,POBLACION TOTAL,,,,,Muy débil
Velocidad_Viento,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Radiacion_Solar,POBLACION TOTAL,,,,,Muy débil
Radiacion_Solar,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Anio,POBLACION TOTAL,,,,,Muy débil
Anio,INDICE DE DESEMPENO INSTITUCIONAL,,,,,Muy débil
Anio,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
Mes,POBLACION TOTAL,,,,,Muy débil
Mes,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
ONI,POBLACION TOTAL,,,,,Muy débil
ONI,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
VolumenUtilDiarioMasa,POBLACION TOTAL,,,,,Muy débil
VolumenUtilDiarioMasa,INDICE DE DESEMPENO INSTITUCIONAL,,,,,Muy débil
VolumenUtilDiarioMasa,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
VolumenUtilDiarioMasa,CALIDAD DEL AGUA,,,,,Muy débil
VolumenUtilDiarioMasa,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
VolumenUtilDiarioMasa,Nivel_Minimo,,,,,Muy débil
VolumenUtilDiarioMasa,CONDUCTIVIDAD ELECTRICA,,,,,Muy débil
VolumenUtilDiarioMasa,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),,,,,Muy débil
VolumenUtilDiarioMasa,DEMANDA QUIMICA DE OXIGENO (DQO),,,,,Muy débil
VolumenUtilDiarioMasa,FOSFORO TOTAL,,,,,Muy débil
VolumenUtilDiarioMasa,NITROGENO TOTAL,,,,,Muy débil
VolumenUtilDiarioMasa,OXIGENO DISUELTO (OD),,,,,Muy débil
VolumenUtilDiarioMasa,SOLIDOS SUSPENDIDOS TOTALES,,,,,Muy débil
VolumenUtilDiarioMasa,TEMPERATURA,,,,,Muy débil
VolumenUtilDiarioMasa,TURBIDEZ,,,,,Muy débil
VolumenUtilDiarioMasa,pH,,,,,Muy débil
irca,POBLACION TOTAL,,,,,Muy débil
irca,INDICE DE DESEMPENO INSTITUCIONAL,,,,,Muy débil
irca,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
irca,CALIDAD DEL AGUA,,,,,Muy débil
irca,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
irca,Nivel_Minimo,,,,,Muy débil
irca,CONDUCTIVIDAD ELECTRICA,,,,,Muy débil
irca,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),,,,,Muy débil
irca,DEMANDA QUIMICA DE OXIGENO (DQO),,,,,Muy débil
irca,FOSFORO TOTAL,,,,,Muy débil
irca,NITROGENO TOTAL,,,,,Muy débil
irca,OXIGENO DISUELTO (OD),,,,,Muy débil
irca,SOLIDOS SUSPENDIDOS TOTALES,,,,,Muy débil
irca,TEMPERATURA,,,,,Muy débil
irca,TURBIDEZ,,,,,Muy débil
irca,pH,,,,,Muy débil
POBLACION TOTAL,DENSIDAD POBLACIONAL,,,,,Muy débil
POBLACION TOTAL,INDICE DE DESEMPENO INSTITUCIONAL,,,,,Muy débil
POBLACION TOTAL,ACCESO A AGUA POTABLE ADECUADO,,,,,Muy débil
POBLACION TOTAL,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,,,,,Muy débil
POBLACION TOTAL,COBERTURA DE ACUEDUCTO URBANO,,,,,Muy débil
POBLACION TOTAL,COBERTURA DE ACUEDUCTO RURAL,,,,,Muy débil
POBLACION TOTAL,COBERTURA DE ALCANTARILLADO URBANO,,,,,Muy débil
POBLACION TOTAL,COBERTURA DE ALCANTARILLADO RURAL,,,,,Muy débil
POBLACION TOTAL,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
POBLACION TOTAL,CALIDAD DEL AGUA,,,,,Muy débil
POBLACION TOTAL,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
POBLACION TOTAL,Nivel_Minimo,,,,,Muy débil
POBLACION TOTAL,CONDUCTIVIDAD ELECTRICA,,,,,Muy débil
POBLACION TOTAL,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),,,,,Muy débil
POBLACION TOTAL,DEMANDA QUIMICA DE OXIGENO (DQO),,,,,Muy débil
POBLACION TOTAL,FOSFORO TOTAL,,,,,Muy débil
POBLACION TOTAL,NITROGENO TOTAL,,,,,Muy débil
POBLACION TOTAL,OXIGENO DISUELTO (OD),,,,,Muy débil
POBLACION TOTAL,SOLIDOS SUSPENDIDOS TOTALES,,,,,Muy débil
POBLACION TOTAL,TEMPERATURA,,,,,Muy débil
POBLACION TOTAL,TURBIDEZ,,,,,Muy débil
POBLACION TOTAL,pH,,,,,Muy débil
DENSIDAD POBLACIONAL,INDICE DE DESEMPENO INSTITUCIONAL,,,,,Muy débil
DENSIDAD POBLACIONAL,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
DENSIDAD POBLACIONAL,CALIDAD DEL AGUA,,,,,Muy débil
DENSIDAD POBLACIONAL,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
DENSIDAD POBLACIONAL,Nivel_Minimo,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,ACCESO A AGUA POTABLE ADECUADO,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,COBERTURA DE ACUEDUCTO URBANO,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,COBERTURA DE ACUEDUCTO RURAL,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,COBERTURA DE ALCANTARILLADO URBANO,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,COBERTURA DE ALCANTARILLADO RURAL,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,Nivel_Minimo,,,,,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),,,,,Muy débil
ACCESO A AGUA POTABLE ADECUADO,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
ACCESO A AGUA POTABLE ADECUADO,CALIDAD DEL AGUA,,,,,Muy débil
ACCESO A AGUA POTABLE ADECUADO,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
ACCESO A AGUA POTABLE ADECUADO,Nivel_Minimo,,,,,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,CALIDAD DEL AGUA,,,,,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,Nivel_Minimo,,,,,Muy débil
COBERTURA DE ACUEDUCTO URBANO,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
COBERTURA DE ACUEDUCTO URBANO,CALIDAD DEL AGUA,,,,,Muy débil
COBERTURA DE ACUEDUCTO URBANO,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
COBERTURA DE ACUEDUCTO URBANO,Nivel_Minimo,,,,,Muy débil
COBERTURA DE ACUEDUCTO RURAL,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
COBERTURA DE ACUEDUCTO RURAL,CALIDAD DEL AGUA,,,,,Muy débil
COBERTURA DE ACUEDUCTO RURAL,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
COBERTURA DE ACUEDUCTO RURAL,Nivel_Minimo,,,,,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,CALIDAD DEL AGUA,,,,,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,Nivel_Minimo,,,,,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,CONTINUIDAD DE ACUEDUCTO URBANO,,,,,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,CALIDAD DEL AGUA,,,,,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,Nivel_Minimo,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,CALIDAD DEL AGUA,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,AGUAS RESIDUALES TRATADAS,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,Nivel_Minimo,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,CONDUCTIVIDAD ELECTRICA,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,DEMANDA QUIMICA DE OXIGENO (DQO),,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,FOSFORO TOTAL,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,NITROGENO TOTAL,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,OXIGENO DISUELTO (OD),,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,SOLIDOS SUSPENDIDOS TOTALES,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,TEMPERATURA,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,TURBIDEZ,,,,,Muy débil
CONTINUIDAD DE ACUEDUCTO URBANO,pH,,,,,Muy débil
CALIDAD DEL AGUA,Nivel_Minimo,,,,,Muy débil
AGUAS RESIDUALES TRATADAS,Nivel_Minimo,,,,,Muy débil
Nivel_Minimo,NITROGENO TOTAL,,,,,Muy débil
